Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-October-2022,9054.40,9548.00,9054.40,9494.10,9289.124420246017342206,104139,17871,967360128.00,43403,41.68,493.60,439.70
27-October-2022,9036.00,9075.00,8905.00,9046.05,9005.084668014305706733,12862,2941,115823399.00,3631,28.23,170.00,10.05
25-October-2022,8810.00,9015.00,8804.10,9004.45,8941.155485222663041055,22433,5046,200576941.00,12004,53.51,210.90,194.45
24-October-2022,8751.10,8796.60,8743.40,8766.35,8768.619343389529724933,1127,344,9882234.00,670,59.45,53.20,15.25
21-October-2022,8715.00,8794.95,8641.00,8699.85,8710.439475320857126703,17687,3509,154061543.00,12809,72.42,153.95,-15.15
20-October-2022,8695.00,8739.00,8597.50,8709.65,8685.245577689243027888,6275,1612,54499916.00,1381,22.01,141.50,14.65
19-October-2022,8809.95,8852.15,8696.60,8721.85,8774.811528251801289343,5274,1513,46278356.00,1815,34.41,155.55,-88.10
18-October-2022,8741.05,8885.00,8741.05,8801.30,8827.582081503736229874,12981,2681,114590843.00,5484,42.25,143.95,60.25
17-October-2022,8605.00,8749.00,8568.25,8727.80,8619.463585476097823809,167035,1970,1439752100.00,162510,97.29,180.75,122.80
14-October-2022,8736.00,8765.00,8607.65,8617.30,8678.388999236058059587,6545,1586,56800056.00,1254,19.16,157.35,-118.70
13-October-2022,8655.90,8786.70,8594.60,8645.00,8665.286574130942144699,8141,1784,70544098.00,1628,20.00,192.10,-10.90
12-October-2022,8681.95,8717.15,8590.95,8685.85,8668.567645782086528722,6911,1735,59908471.00,1573,22.76,126.20,3.90
11-October-2022,8825.00,8840.00,8665.00,8681.95,8854.288658636057356991,169186,3395,1498021681.00,160002,94.57,175.00,-143.05
10-October-2022,8704.95,8877.00,8660.80,8865.55,8801.527329974811083123,15880,4043,139768254.00,6898,43.44,216.20,160.60
7-October-2022,8720.05,8845.00,8719.95,8782.95,8782.088187494654007356,11691,2251,102671393.00,2083,17.82,125.05,62.90
6-October-2022,8744.95,8828.35,8689.55,8702.25,8762.132100223009313918,7623,1976,66793733.00,2414,31.67,138.80,-42.70
4-October-2022,8661.05,8755.00,8630.00,8687.45,8691.022490355413280801,12183,3464,105882727.00,5206,42.73,125.00,26.40
3-October-2022,8950.00,8961.50,8510.85,8544.40,8634.135480352478544160,34839,6948,300804646.00,14069,40.38,450.65,-405.60
