Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2022,3310.00,3310.00,3218.00,3229.10,3249.378653221671509143,11702,1734,38024229.00,3524,30.11,92.00,-80.90
29-December-2022,3245.15,3313.80,3165.60,3280.00,3243.681687939567595728,15356,2048,49809976.00,4708,30.66,148.20,34.85
28-December-2022,3200.45,3231.70,3178.00,3209.50,3211.058527586785175247,5963,1254,19147542.00,1660,27.84,53.70,9.05
27-December-2022,3145.05,3214.05,3145.05,3200.45,3191.010099390830394357,6238,1643,19905521.00,2238,35.88,69.00,55.40
26-December-2022,3111.00,3228.00,3091.55,3159.60,3171.695754995861416577,16914,3264,53646062.00,6150,36.36,136.45,48.60
23-December-2022,3181.05,3193.90,3104.25,3115.10,3139.444022770398481973,9486,1939,29780766.00,3097,32.65,89.65,-65.95
22-December-2022,3289.95,3290.15,3197.45,3205.95,3233.848609680741503604,9710,1875,31400670.00,2718,27.99,92.70,-84.00
21-December-2022,3346.45,3350.25,3262.80,3268.95,3302.156513832965320171,7699,1642,25423303.00,2761,35.86,87.45,-77.50
20-December-2022,3362.05,3377.00,3290.95,3312.80,3316.592696989109545163,7805,1919,25886006.00,2874,36.82,86.05,-49.25
19-December-2022,3290.00,3408.75,3281.45,3388.45,3366.581738635555239382,28114,4890,94648079.00,16868,60.00,127.30,98.45
16-December-2022,3290.00,3345.05,3281.00,3291.45,3315.730369161737711605,9806,1632,32514052.00,1364,13.91,64.05,1.45
15-December-2022,3366.90,3381.15,3296.10,3301.70,3328.286297566552343622,12246,2412,40758194.00,5559,45.39,85.05,-65.20
14-December-2022,3307.05,3384.85,3307.05,3373.90,3367.924236350517116972,12473,1848,42008119.00,3621,29.03,77.80,66.85
13-December-2022,3314.95,3340.00,3302.50,3312.15,3317.750760988676488493,8213,982,27248687.00,3064,37.31,37.50,-2.80
12-December-2022,3326.05,3345.85,3287.50,3319.75,3315.028486744607278116,6073,1108,20132168.00,2012,33.13,58.35,-6.30
9-December-2022,3340.00,3362.00,3328.25,3356.85,3347.354808395113292262,9577,1319,32057617.00,4676,48.83,33.75,16.85
8-December-2022,3293.95,3329.05,3274.85,3321.80,3313.379108107141579944,27963,3463,92652020.00,9532,34.09,54.20,27.85
7-December-2022,3293.35,3317.00,3254.55,3266.10,3271.763740363093757771,20105,1491,65778810.00,3314,16.48,62.45,-27.25
6-December-2022,3320.05,3336.45,3279.00,3299.45,3298.412816966343937298,10845,2109,35771287.00,3895,35.92,57.45,-20.60
5-December-2022,3330.00,3359.85,3326.65,3343.35,3342.787358602897400277,10078,1427,33688611.00,3353,33.27,33.20,13.35
2-December-2022,3440.65,3440.65,3325.00,3331.80,3347.312149260257998688,27442,3797,91856940.00,10819,39.42,115.65,-108.85
1-December-2022,3485.00,3498.00,3430.50,3437.45,3458.224877559450050156,16947,2670,58606537.00,6580,38.83,67.50,-47.55
30-November-2022,3415.10,3502.20,3415.00,3488.15,3460.607971014492753623,12420,2002,42980751.00,3254,26.20,87.20,73.05
29-November-2022,3450.00,3464.45,3402.05,3415.10,3441.227805875390078553,9293,2059,31979330.00,4785,51.49,62.40,-34.90
28-November-2022,3429.95,3448.00,3407.05,3442.75,3432.386633428300094966,8424,1062,28914425.00,2901,34.44,40.95,12.80
25-November-2022,3385.00,3420.00,3350.05,3413.30,3382.029537119635246307,20178,3285,68242592.00,10750,53.28,69.95,28.30
